-4.293332175070885 -25.941372074046217 -31.445033414008755 18.318889251511234 30.819620807372317 27.90501281210101 -9.730506301582704 -6.214654308784986 -3.763052590957335 -14.772870399806827 
-3.19173070389062 -24.72394045486502 -31.053984363850557 19.537300718363674 31.49102606702044 28.885181162976934 -8.50426079245342 -5.394082428072589 -2.257011263594476 -13.592007809747283 
-456.04049518238816 -674.8686459034199 -725.1097872971078 -232.73737654725227 -103.6816919170127 -139.4304017158613 -512.0272640309619 -471.1811038797985 -441.7935989129975 -553.4521422957645 
-5.790024529797067 -50.39957192711426 -61.9200067537126 38.57831492249693 63.72339309097017 57.226320227302075 -18.2590967959252 -11.603133147572784 -4.55966187368841 -27.609852442168304 
-3.6400511962363624 -25.167442622434343 -30.299546622264106 19.30836593464587 32.02687987267526 28.907361085980376 -8.255563125716128 -5.649204319840092 -2.4631873502664217 -13.410014486718044 
-4.395872251044502 -26.08008507206719 -31.895433489371133 18.155691878610245 30.988805935501098 27.38768506730108 -9.759012950556052 -6.37429146277155 -3.1503615730464465 -14.08488728960354 
-3.0952240341508523 -25.087311448574052 -31.144426362624362 19.364206751591283 32.19548080461661 29.01180195077217 -8.28719785667083 -5.927131361881037 -1.9061235105362295 -13.605011783711785 
-453.6189552928179 -671.5342260686461 -731.1881454244308 -226.30042904304563 -98.15496047217118 -133.52887490861116 -512.6473247531912 -477.579961982864 -443.5457350464231 -557.6349152920377 
-6.432825319030135 -50.17452376329199 -62.30575430898367 38.47230228199344 64.44314783058044 57.82285066030926 -17.520402275121654 -11.705831485865252 -5.088381269738833 -27.39833441321029 
-3.6236722089882307 -25.27931559336053 -30.317272132872482 19.4173041602142 32.36670830994564 28.764726414427216 -9.203530298208195 -5.292300879907927 -2.6686013302493516 -13.838027839209941 
-4.064055313136656 -26.19426975260074 -31.17784568653718 18.66209078378534 30.55925787492154 27.893742365300096 -10.195388515303494 -6.403025356164803 -3.3342443462738816 -14.725352942193808 
-2.9359970967297455 -25.30290292155527 -30.764779645121347 19.721362824154383 32.208261127062826 28.574065009266143 -8.376724022963396 -5.138512331330682 -2.543602069862847 -13.2797573900782 
-449.74180311677463 -677.8160005081265 -722.8054355322652 -224.97325540031628 -101.05958418276941 -138.01665121710255 -511.83164605869365 -474.2561282256902 -445.8771427122923 -551.3712300859142 
-5.828397807380932 -49.53496431012571 -60.76456832539435 37.739058233245935 63.67738357697018 56.60619226612668 -16.555902519199964 -10.331908619803958 -5.405601475586135 -27.158607753753593 
-3.553917825045834 -25.38050734063355 -30.337117691158237 19.733825822748027 31.50919311866262 28.549551621890345 -9.063045397219547 -5.735867260277208 -2.4822337210159477 -13.769653451501046 
-4.0804416080673045 -25.985032789788818 -31.93980941063421 18.22396052017525 30.643773921812908 27.837662637048183 -9.569861918447561 -6.366862774752641 -3.2129640207084753 -14.56376136338065 
-3.420269252509653 -24.882625791921296 -30.788899350401316 19.54337892159939 31.533027699737698 28.90728565554917 -8.956747857351948 -5.692722029571185 -1.864652177989285 -13.827797123607265 
